Technischer Schlüssel;Link-ID;Detailnetz-Nr.;VP_von;VP_bis;Von-Station;Bis-Station;Verkehrsrichtung;Verkehrsebene;Straßentyp;StEP-Klasse;OKSTRA-Klasse;RBS-Klasse;Straßenname;Bezirk;Ortsteil;DTVw-2019-Kfz;DTVw-2019-Lkw
9140;40680013_T0044970;40680013_40680022.01;40680013,00;40680022,00;0,00;115,00;B;0,00;S;II;B;STRA;Oranienburger Chaussee;Reinickendorf;Frohnau;11900,00;330,00
9141;67440026_67440027;67440026_67440027.02;67440026,00;67440027,00;0,00;203,00;B;0,00;S;II;G;STRA;Fürstenwalder Allee;Treptow-Köpenick;Rahnsdorf;12000,00;350,00
9142;40680007_T0049090;40680007_40680013.01;40680007,00;40680013,00;0,00;80,00;B;0,00;S;II;B;STRA;Oranienburger Chaussee;Reinickendorf;Frohnau;11900,00;300,00
9143;39530026_39530028;39530026_39530028.01;39530026,00;39530028,00;0,00;66,00;B;0,00;S;II;G;STRA;Lewishamstraße;Charlottenburg-Wilmersdorf;Charlottenburg;26300,00;330,00
9144;38510045_38510043;38510045_38510043.01;38510045,00;38510043,00;0,00;138,00;B;0,00;S;III;G;STRA;Paulsborner Straße;Charlottenburg-Wilmersdorf;Grunewald;10000,00;80,00
9147;38510043_38510014;38510043_38510014.01;38510043,00;38510014,00;0,00;44,00;B;0,00;S;III;G;STRA;Paulsborner Straße;Charlottenburg-Wilmersdorf;Grunewald;10800,00;90,00
9148;39650019_39650031;39650019_39650031.01;39650019,00;39650031,00;0,00;227,00;B;0,00;S;II;G;STRA;Hermsdorfer Damm;Reinickendorf;Hermsdorf;19200,00;420,00
9149;50550007_50550008;50550007_50550008.01;50550007,00;50550008,00;0,00;122,00;B;0,00;S;III;G;STRA;Ebertystraße;Friedrichshain-Kreuzberg;Friedrichshain;6300,00;150,00
9150;38510014_39510029;38510014_39510029.01;38510014,00;39510029,00;0,00;167,00;B;0,00;S;III;G;STRA;Paulsborner Straße;Charlottenburg-Wilmersdorf;Schmargendorf;11600,00;90,00
9151;43550023_T0099800;43550023_43550024.01;43550023,00;43550024,00;0,00;91,00;B;0,00;S;III;G;STRA;Rathenower Straße;Mitte;Moabit;15200,00;510,00
9152;39560041_39560034;39560041_39560034.01;39560041,00;39560034,00;0,00;228,00;B;0,00;S;II;G;STRA;Tegeler Weg;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;39100,00;1010,00
9153;39650031_39650026;39650031_39650026.01;39650031,00;39650026,00;0,00;142,00;B;0,00;S;II;G;STRA;Hermsdorfer Damm;Reinickendorf;Hermsdorf;18500,00;440,00
9154;40590015_40590013;40590015_40590013.01;40590015,00;40590013,00;0,00;161,00;R;0,00;S;II;G;STRA;Kurt-Schumacher-Damm;Reinickendorf;Tegel;15600,00;600,00
9155;45550007_45550005;45550007_45550005.01;45550007,00;45550005,00;0,00;89,00;B;0,00;S;III;G;STRA;Friedrichstraße;Mitte;Mitte;10200,00;490,00
9156;T0022630_46540048;46540047_46540048.01;46540047,00;46540048,00;74,00;143,00;B;0,00;S;III;G;STRA;Breite Straße;Mitte;Mitte;9200,00;350,00
9157;44630016_44630015;44630016_44630015.01;44630016,00;44630015,00;0,00;304,00;B;0,00;S;II;G;STRA;Wilhelmsruher Damm;Pankow;Rosenthal;12300,00;450,00
9158;39640043_39640036;39640043_39640036.01;39640043,00;39640036,00;0,00;90,00;B;0,00;S;II;G;STRA;Waidmannsluster Damm;Reinickendorf;Tegel;18500,00;490,00
9159;T0012190_52430027;52430037_52430027.01;52430037,00;52430027,00;90,00;213,00;B;0,00;S;II;G;STRA;Neuköllner Straße;Neukölln;Rudow;22700,00;560,00
9160;31560001_T0040290;31560001_31560027.02;31560001,00;31560027,00;0,00;210,00;B;0,00;S;III;G;STRA;Päwesiner Weg;Spandau;Spandau;6600,00;200,00
9161;T0057610_52550009;52550006_52550009.01;52550006,00;52550009,00;128,00;269,00;B;0,00;S;III;G;STRA;Ruschestraße;Lichtenberg;Lichtenberg;16300,00;410,00
9162;47560029_48560021;47560029_48560021.01;47560029,00;48560021,00;0,00;188,00;B;0,00;S;I;G;STRA;Prenzlauer Allee;Pankow;Prenzlauer Berg;23000,00;580,00
9163;41570019_41570001;41570019_41570001.01;41570019,00;41570001,00;0,00;63,00;B;0,00;S;II;G;STRA;Beusselstraße;Mitte;Moabit;49300,00;2270,00
9164;T0326090_T0326080;48660014_48670004.01;48660014,00;48670004,00;120,00;446,00;R;0,00;A;I;A;AUBA;A 114 BAB Autobahnzubringer Prenzlau;Pankow;Blankenfelde;17600,00;1540,00
9165;46520032_46520037;46520032_46520037.02;46520032,00;46520037,00;0,00;129,00;B;0,00;S;II;G;STRA;Prinzenstraße;Friedrichshain-Kreuzberg;Kreuzberg;13600,00;380,00
9166;48500023_T0089000;48500023_49500018.01;48500023,00;49500018,00;0,00;77,00;B;0,00;S;II;G;STRA;Sonnenallee;Neukölln;Neukölln;21900,00;540,00
9167;44490033_44490041;44490033_44490041.01;44490033,00;44490041,00;0,00;137,00;B;0,00;S;III;G;STRA;Manteuffelstraße;Tempelhof-Schöneberg;Tempelhof;30500,00;810,00
9168;48620027_48610038;48620027_48610038.01;48620027,00;48610038,00;0,00;346,00;R;0,00;S;I;A;STRA;A 114 BAB Autobahnzubringer Prenzlau;Pankow;Französisch Buchholz;16200,00;1090,00
9169;50540010_50540009;50540010_50540009.02;50540010,00;50540009,00;0,00;42,00;R;0,00;S;II;B;STRA;Bersarinplatz;Friedrichshain-Kreuzberg;Friedrichshain;13800,00;500,00
9170;T0060310_59460002;59460010_59460002.02;59460010,00;59460002,00;267,00;339,00;B;0,00;S;II;G;STRA;Salvador-Allende-Straße;Treptow-Köpenick;Köpenick;12800,00;280,00
9171;49480046_50480018;49480046_50480018.01;49480046,00;50480018,00;0,00;399,00;R;1,00;A;I;A;AUBA;A 100 BAB Stadtring;Neukölln;Britz;2900,00;120,00
9172;38630046_39620060;38630046_39620060.01;38630046,00;39620060,00;0,00;743,00;R;-2,00;A;I;A;AUBA;A 111 BAB Autobahnzubringer Hamburg;Reinickendorf;Tegel;41800,00;2950,00
9173;48620001_49620013;48620001_49620013.01;48620001,00;49620013,00;0,00;1147,00;R;0,00;A;I;A;AUBA;A 114 BAB Autobahnzubringer Prenzlau;Pankow;Französisch Buchholz;24000,00;1380,00
9174;33570006_33570007;33570006_33570007.01;33570006,00;33570007,00;0,00;144,00;R;0,00;S;II;G;STRA;Am Juliusturm;Spandau;Spandau;26400,00;1120,00
9175;61400001_62390001;61400001_62390001.02;61400001,00;62390001,00;0,00;683,00;B;0,00;S;II;G;STRA;Adlergestell;Treptow-Köpenick;Schmöckwitz;13200,00;380,00
9176;40520031_40520042;40520031_40520042.01;40520031,00;40520042,00;0,00;134,00;B;0,00;S;III;G;STRA;Konstanzer Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;19400,00;260,00
9177;T0051790_44550021;43550032_44550021.01;43550032,00;44550021,00;86,00;211,00;B;0,00;S;II;G;STRA;Invalidenstraße;Mitte;Moabit;16900,00;280,00
9178;46540057_T0055740;46540057_46540052.01;46540057,00;46540052,00;0,00;144,00;B;0,00;S;I;B;STRA;Gertraudenstraße;Mitte;Mitte;68500,00;1860,00
9179;47530001_T0092900;47530001_47530006.01;47530001,00;47530006,00;0,00;87,00;B;0,00;S;II;G;STRA;Heinrich-Heine-Straße;Mitte;Mitte;17700,00;490,00
9180;53470055_T0043060;53470055_53470036.01;53470055,00;53470036,00;0,00;77,00;B;0,00;S;III;G;STRA;Südostallee;Treptow-Köpenick;Johannisthal;11100,00;550,00
9181;T0022350_57560015;57560006_57560015.01;57560006,00;57560015,00;32,00;134,00;B;0,00;S;III;G;STRA;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;11800,00;210,00
9182;40430003_40430024;40430003_40430024.01;40430003,00;40430024,00;0,00;116,00;B;0,00;S;III;G;STRA;Osdorfer Straße;Steglitz-Zehlendorf;Lichterfelde;20300,00;180,00
9183;45430014_45430017;45430014_45430017.01;45430014,00;45430017,00;0,00;278,00;B;0,00;S;III;G;STRA;Richard-Tauber-Damm;Tempelhof-Schöneberg;Marienfelde;12100,00;250,00
9184;59460010_T0015270;59460010_59460002.02;59460010,00;59460002,00;0,00;184,00;B;0,00;S;II;G;STRA;Salvador-Allende-Straße;Treptow-Köpenick;Köpenick;12600,00;350,00
9185;38530008_38530013;38530008_38530013.01;38530008,00;38530013,00;0,00;155,00;B;0,00;S;II;G;STRA;Neue Kantstraße;Charlottenburg-Wilmersdorf;Charlottenburg;32800,00;410,00
9186;T0010220_T0126930;54490005_54500017.01;54490005,00;54500017,00;930,00;1066,00;B;0,00;S;II;G;STRA;Treskowallee;Lichtenberg;Karlshorst;17800,00;930,00
9187;58490004_T0080730;58490004_58490003.01;58490004,00;58490003,00;0,00;130,00;B;0,00;S;III;G;STRA;Kaulsdorfer Straße;Treptow-Köpenick;Köpenick;9400,00;190,00
9188;45480026_45480016;45480026_45480016.01;45480026,00;45480016,00;0,00;157,00;B;0,00;S;III;G;STRA;Ordensmeisterstraße;Tempelhof-Schöneberg;Tempelhof;12400,00;490,00
9189;31580044_32590024;31580044_32590024.02;31580044,00;32590024,00;0,00;598,00;B;0,00;S;III;G;STRA;Kisselnallee;Spandau;Falkenhagener Feld;11400,00;140,00
9190;44610029_44610032;44610029_44610032.01;44610029,00;44610032,00;0,00;186,00;B;0,00;S;IV;G;STRA;Emmentaler Straße;Reinickendorf;Reinickendorf;8900,00;220,00
9191;57550025_T0052650;57550025_57550036.01;57550025,00;57550036,00;0,00;127,00;B;0,00;S;II;G;STRA;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;20600,00;770,00
9192;T0065430_45580002;45580001_45580002.01;45580001,00;45580002,00;51,00;121,00;B;0,00;S;II;G;STRA;Badstraße;Mitte;Gesundbrunnen;31900,00;850,00
9193;50530021_50530061;50530021_50530061.01;50530021,00;50530061,00;0,00;96,00;B;0,00;S;IV;G;STRA;Wühlischstraße;Friedrichshain-Kreuzberg;Friedrichshain;6400,00;120,00
9194;53460059_53460053;53460059_53460053.01;53460059,00;53460053,00;0,00;29,00;B;0,00;S;III;G;STRA;Sterndamm;Treptow-Köpenick;Johannisthal;9800,00;320,00
9215;57580023_57580006;57580023_57580006.01;57580023,00;57580006,00;0,00;246,00;B;0,00;S;IV;G;STRA;Mehrower Allee;Marzahn-Hellersdorf;Marzahn;13200,00;250,00
9195;56410037_T0325520;56410037_57400053.01;56410037,00;57400053,00;0,00;734,00;R;0,00;A;I;A;AUBA;A 117 BAB Autobahnzubringer Dresden;Treptow-Köpenick;Bohnsdorf;11100,00;620,00
9196;50490012_T0017630;50490012_50490018.01;50490012,00;50490018,00;0,00;163,00;B;0,00;S;III;G;STRA;Neuköllnische Allee;Neukölln;Neukölln;5100,00;250,00
9197;58510020_58510006;58510020_58510006.02;58510020,00;58510006,00;0,00;199,00;B;0,00;S;III;G;STRA;Chemnitzer Straße;Marzahn-Hellersdorf;Kaulsdorf;10600,00;230,00
9198;54540009_54530028;54540009_54530003.02;54540009,00;54530028,00;0,00;407,00;B;0,00;S;II;G;STRA;Rhinstraße;Lichtenberg;Friedrichsfelde;20500,00;860,00
9199;41480028_42490001;41480028_42490001.02;41480028,00;42490001,00;0,00;263,00;B;0,00;S;III;G;STRA;Feuerbachstraße;Steglitz-Zehlendorf;Steglitz;7400,00;150,00
9200;45550045_46550032;45550045_46550032.02;45550045,00;46550032,00;0,00;167,00;B;0,00;S;V;G;STRA;Tucholskystraße;Mitte;Mitte;11300,00;180,00
9201;T0002640_41520010;41520009_41520010.01;41520009,00;41520010,00;159,00;236,00;B;0,00;S;II;G;STRA;Bundesallee;Charlottenburg-Wilmersdorf;Wilmersdorf;36000,00;320,00
9202;55550012_55550013;55550012_55550013.02;55550012,00;55550013,00;0,00;129,00;B;0,00;S;V;G;STRA;Marzahner Chaussee;Marzahn-Hellersdorf;Marzahn;5200,00;130,00
9203;51540045_51540054;51540045_51540054.02;51540045,00;51540054,00;0,00;105,00;R;0,00;S;II;G;STRA;Möllendorffstraße;Lichtenberg;Lichtenberg;8800,00;240,00
9204;51550009_51540034;51550009_51540034.02;51550009,00;51540034,00;0,00;126,00;B;0,00;S;III;G;STRA;Scheffelstraße;Lichtenberg;Lichtenberg;8900,00;210,00
9205;43550019_43550011;43550019_43550011.01;43550019,00;43550011,00;0,00;133,00;B;0,00;S;II;G;STRA;Paulstraße;Mitte;Moabit;16600,00;410,00
9206;54600027_T0115940;54600027_54600047.02;54600027,00;54600047,00;0,00;28,00;B;0,00;S;III;G;STRA;Prendener Straße;Lichtenberg;Neu-Hohenschönhausen;10600,00;140,00
9207;54490001_54490002;54490001_54490002.02;54490001,00;54490002,00;0,00;263,00;R;0,00;S;II;G;STRA;An der Wuhlheide;Treptow-Köpenick;Oberschöneweide;5100,00;440,00
9208;53470047_T0041600;53470047_53470046.01;53470047,00;53470046,00;0,00;37,00;B;0,00;S;II;B;STRA;Michael-Brückner-Straße;Treptow-Köpenick;Niederschöneweide;50700,00;2520,00
9209;43490003_43490006;43490003_43490006.01;43490003,00;43490006,00;0,00;156,00;B;0,00;S;IV;G;STRA;Vorarlberger Damm;Tempelhof-Schöneberg;Schöneberg;5800,00;150,00
9210;T0028180_47430043;47430026_47430043.01;47430026,00;47430043,00;94,00;161,00;B;0,00;S;III;G;STRA;Warmensteinacher Straße;Neukölln;Buckow;3300,00;120,00
9211;53490017_T0040440;53490017_54490002.01;53490017,00;54490002,00;0,00;112,00;B;1,00;S;II;G;STRA;An der Wuhlheide;Treptow-Köpenick;Oberschöneweide;18200,00;160,00
9212;39630060_39630038;39630060_39630038.01;39630060,00;39630038,00;0,00;102,00;B;0,00;S;IV;G;STRA;Ziekowstraße;Reinickendorf;Tegel;10000,00;170,00
9213;43630023_43630021;43630023_43630021.01;43630023,00;43630021,00;0,00;86,00;B;0,00;S;II;G;STRA;Schorfheidestraße;Reinickendorf;Märkisches Viertel;8900,00;240,00
9214;45540057_45540056;45540057_45540056.02;45540057,00;45540056,00;0,00;99,00;B;0,00;S;III;G;STRA;Glinkastraße;Mitte;Mitte;2200,00;50,00
9216;53450014_53460001;53450014_53460001.02;53450014,00;53460001,00;0,00;324,00;B;0,00;S;II;G;STRA;Segelfliegerdamm;Treptow-Köpenick;Johannisthal;9200,00;300,00
9217;51600031_51600032;51600031_51600032.01;51600031,00;51600032,00;0,00;64,00;B;2,00;S;III;G;STRA;Darßer Straße;Pankow;Stadtrandsiedlung Malchow;16500,00;670,00
9218;53460052_53460025;53460052_53460025.01;53460052,00;53460025,00;0,00;23,00;B;0,00;S;III;G;STRA;Sterndamm;Treptow-Köpenick;Johannisthal;9800,00;320,00
9219;48500027_48500035;48500027_48500035.01;48500027,00;48500035,00;0,00;150,00;B;0,00;S;II;G;STRA;Flughafenstraße;Neukölln;Neukölln;11800,00;250,00
9220;42430040_42430036;42430040_42430036.01;42430040,00;42430036,00;0,00;208,00;B;0,00;S;IV;G;STRA;Waldsassener Straße;Tempelhof-Schöneberg;Marienfelde;6500,00;190,00
9221;54480031_54480036;54480031_54480036.02;54480031,00;54480036,00;0,00;114,00;B;0,00;S;III;G;STRA;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;8200,00;320,00
9222;49600021_T0007860;49600021_49600020.01;49600021,00;49600020,00;0,00;56,00;B;0,00;S;II;G;STRA;Romain-Rolland-Straße;Pankow;Heinersdorf;23400,00;1710,00
9223;32560039_T0126200;32560039_32560031.02;32560039,00;32560031,00;0,00;116,00;B;0,00;S;III;G;STRA;Seeburger Straße;Spandau;Wilhelmstadt;9200,00;210,00
9224;40550014_40550007;40550014_40550007.02;40550014,00;40550007,00;0,00;123,00;B;0,00;S;III;G;STRA;Wintersteinstraße;Charlottenburg-Wilmersdorf;Charlottenburg;14400,00;500,00
9225;44540019_44540020;44540019_44540020.01;44540019,00;44540020,00;0,00;236,00;B;0,00;S;IV;G;STRA;Scheidemannstraße;Mitte;Tiergarten;6600,00;110,00
9226;T0153830_49610019;49600026_49610019.02;49600026,00;49610019,00;85,00;353,00;B;0,00;S;II;G;STRA;Blankenburger Straße;Pankow;Heinersdorf;11700,00;640,00
9227;51550013_51550009;51550013_51550009.01;51550013,00;51550009,00;0,00;136,00;B;0,00;S;III;G;STRA;Scheffelstraße;Lichtenberg;Lichtenberg;8900,00;210,00
9228;T0036640_61470021;61460006_61470021.02;61460006,00;61470021,00;114,00;407,00;B;0,00;S;IV;G;STRA;Bölschestraße;Treptow-Köpenick;Friedrichshagen;7800,00;180,00
9229;37450006_T0023070;37450006_37450037.01;37450006,00;37450037,00;0,00;98,00;B;0,00;S;IV;G;STRA;Sundgauer Straße;Steglitz-Zehlendorf;Zehlendorf;9900,00;250,00
9230;45490020_45490022;45490020_45490022.01;45490020,00;45490022,00;0,00;100,00;B;0,00;S;II;B;STRA;Tempelhofer Damm;Tempelhof-Schöneberg;Tempelhof;46100,00;1470,00
9231;27560014_28560007;27560014_28560007.02;27560014,00;28560007,00;0,00;416,00;B;0,00;S;II;G;STRA;Nennhauser Damm;Spandau;Staaken;11100,00;1190,00
9232;46520025_46520026;46520025_46520026.02;46520025,00;46520026,00;0,00;234,00;B;0,00;S;II;G;STRA;Gitschiner Straße;Friedrichshain-Kreuzberg;Kreuzberg;27800,00;840,00
9233;39450020_39450021;39450020_39450021.01;39450020,00;39450021,00;0,00;125,00;B;0,00;S;III;G;STRA;Finckensteinallee;Steglitz-Zehlendorf;Lichterfelde;10500,00;230,00
9234;55430018_55430017;55430018_55430017.01;55430018,00;55430017,00;0,00;108,00;B;0,00;S;IV;G;STRA;Schönefelder Chaussee;Treptow-Köpenick;Altglienicke;7400,00;240,00
9235;48640010_48640005;48640010_48640005.02;48640010,00;48640005,00;0,00;110,00;B;0,00;S;III;G;STRA;Rosenthaler Weg;Pankow;Französisch Buchholz;13400,00;600,00
9236;44540006_T0124150;44540006_44540005.01;44540006,00;44540005,00;0,00;96,00;B;0,00;S;III;G;STRA;Ebertstraße;Mitte;Mitte;14300,00;520,00
9237;51560006_51560005;51560006_51560005.02;51560006,00;51560005,00;0,00;122,00;B;0,00;S;III;G;STRA;Konrad-Wolf-Straße;Lichtenberg;Alt-Hohenschönhausen;13300,00;310,00
9238;59550016_59550017;59550016_59550017.01;59550016,00;59550017,00;0,00;183,00;B;0,00;S;II;G;STRA;Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;19800,00;310,00
9239;50560012_50560043;50560012_50560043.01;50560012,00;50560043,00;0,00;91,00;B;0,00;S;II;G;STRA;Landsberger Allee;Lichtenberg;Fennpfuhl;41700,00;1790,00
9240;49490028_49490029;49490028_49490029.01;49490028,00;49490029,00;0,00;70,00;B;0,00;S;II;G;STRA;Karl-Marx-Straße;Neukölln;Neukölln;20700,00;410,00
9241;46480001_46480012;46480001_46480012.01;46480001,00;46480012,00;0,00;156,00;B;0,00;S;III;G;STRA;Teilestraße;Tempelhof-Schöneberg;Tempelhof;12500,00;730,00
9242;35490004_T0024070;35490004_36500001.01;35490004,00;36500001,00;0,00;271,00;B;0,00;S;III;G;STRA;Koenigsallee;Charlottenburg-Wilmersdorf;Grunewald;9400,00;180,00
9243;39520005_40520002;39520005_40520002.02;39520005,00;40520002,00;0,00;94,00;B;0,00;S;II;G;STRA;Kurfürstendamm;Charlottenburg-Wilmersdorf;Charlottenburg;22800,00;260,00
9244;44470006_44470007;44470006_44470007.01;44470006,00;44470007,00;0,00;124,00;B;0,00;S;II;G;STRA;Alarichstraße;Tempelhof-Schöneberg;Tempelhof;20100,00;790,00
9245;T0039020_T0092470;46520006_46520007.02;46520006,00;46520007,00;87,00;141,00;B;0,00;S;II;G;STRA;Blücherstraße;Friedrichshain-Kreuzberg;Kreuzberg;21300,00;370,00
9246;T0086550_48550061;47550056_48550061.01;47550056,00;48550061,00;124,00;232,00;B;0,00;S;I;B;STRA;Otto-Braun-Straße;Pankow;Prenzlauer Berg;31600,00;640,00
9247;47510015_47510016;47510015_47510016.02;47510015,00;47510016,00;0,00;42,00;B;0,00;S;II;G;STRA;Kottbusser Damm;Friedrichshain-Kreuzberg;Kreuzberg;19700,00;670,00
9248;52440040_T0010660;52440040_52440032.01;52440040,00;52440032,00;0,00;52,00;B;0,00;S;II;G;STRA;Stubenrauchstraße;Neukölln;Rudow;18600,00;590,00
9249;48550008_48550006;48550008_48550006.02;48550008,00;48550006,00;0,00;101,00;B;0,00;S;II;G;STRA;Mollstraße;Mitte;Mitte;36700,00;1210,00
9250;T0004830_43610007;43610018_43610007.01;43610018,00;43610007,00;138,00;296,00;B;0,00;S;II;B;STRA;Lindauer Allee;Reinickendorf;Reinickendorf;33600,00;1040,00
9251;48580055_49580039;48580055_49580039.01;48580055,00;49580039,00;0,00;196,00;B;0,00;S;IV;G;STRA;Langhansstraße;Pankow;Weißensee;5200,00;160,00
9252;38520055_39520038;38520055_39520038.01;38520055,00;39520038,00;0,00;71,00;B;0,00;S;II;G;STRA;Kurfürstendamm;Charlottenburg-Wilmersdorf;Halensee;35700,00;420,00
9253;36560009_T0076940;36560009_36560010.01;36560009,00;36560010,00;0,00;143,00;B;0,00;S;IV;G;STRA;Motardstraße;Spandau;Siemensstadt;10600,00;650,00
9254;37530011_T0032300;37530011_37530013.02;37530011,00;37530013,00;0,00;219,00;B;0,00;S;II;G;STRA;Jafféstraße;Charlottenburg-Wilmersdorf;Westend;20400,00;1280,00
9255;55430016_55430033;55430016_55430033.01;55430016,00;55430033,00;0,00;28,00;B;0,00;S;III;G;STRA;Rudower Straße;Treptow-Köpenick;Altglienicke;6000,00;170,00
9256;T0019700_48500033;48500032_48500033.01;48500032,00;48500033,00;102,00;188,00;B;0,00;S;II;G;STRA;Flughafenstraße;Neukölln;Neukölln;11800,00;290,00
9257;54440036_54440021;54440036_54440021.02;54440036,00;54440021,00;0,00;65,00;B;0,00;S;III;G;STRA;Wegedornstraße;Treptow-Köpenick;Adlershof;16400,00;510,00
9258;39530004_39530033;39530004_39530033.03;39530004,00;39530033,00;0,00;90,00;B;0,00;S;II;G;STRA;Lewishamstraße;Charlottenburg-Wilmersdorf;Charlottenburg;26600,00;230,00
9259;33580051_33580047;33580051_33580047.01;33580051,00;33580047,00;0,00;14,00;B;0,00;S;II;G;STRA;Neuendorfer Straße;Spandau;Hakenfelde;18300,00;480,00
9260;47540025_47540017;47540025_47540017.01;47540025,00;47540017,00;0,00;150,00;B;0,00;S;II;G;STRA;Brückenstraße;Mitte;Mitte;18500,00;460,00
9261;38500035_T0027350;38500035_38500012.01;38500035,00;38500012,00;0,00;123,00;B;0,00;S;III;G;STRA;Hundekehlestraße;Charlottenburg-Wilmersdorf;Schmargendorf;6100,00;70,00
9262;42490024_42480034;42490024_42480034.01;42490024,00;42480034,00;0,00;225,00;B;0,00;S;II;G;STRA;Grazer Damm;Tempelhof-Schöneberg;Schöneberg;20500,00;560,00
9263;47510011_T0007540;47510011_47510012.01;47510011,00;47510012,00;0,00;130,00;B;0,00;S;II;G;STRA;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;23300,00;420,00
9264;49580059_49580060;49580059_49580060.01;49580059,00;49580060,00;0,00;41,00;B;0,00;S;I;B;STRA;Berliner Allee;Pankow;Weißensee;23900,00;870,00
9265;T0058080_35440033;35440015_35440033.01;35440015,00;35440033,00;145,00;229,00;B;0,00;S;IV;G;STRA;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;7900,00;180,00
9266;55450032_55450022;55450032_55450022.01;55450032,00;55450022,00;0,00;37,00;B;0,00;S;III;G;STRA;Rudower Chaussee;Treptow-Köpenick;Adlershof;13500,00;590,00
9267;36470038_36470043;36470038_36470043.01;36470038,00;36470043,00;0,00;72,00;B;0,00;S;III;G;STRA;Onkel-Tom-Straße;Steglitz-Zehlendorf;Zehlendorf;7900,00;170,00
9268;51650012_51650013;51650012_51650013.01;51650012,00;51650013,00;0,00;41,00;B;0,00;S;III;G;STRA;Bahnhofstraße;Pankow;Karow;10900,00;230,00
9269;41510019_41510020;41510019_41510020.01;41510019,00;41510020,00;0,00;108,00;B;0,00;S;II;G;STRA;Bundesallee;Charlottenburg-Wilmersdorf;Wilmersdorf;38000,00;950,00
9270;41640023_41640030;41640023_41640030.01;41640023,00;41640030,00;0,00;86,00;B;0,00;S;III;G;STRA;Hermsdorfer Straße;Reinickendorf;Wittenau;11400,00;300,00
9271;38630025_38630005;38630025_38630005.01;38630025,00;38630005,00;0,00;59,00;B;0,00;S;II;G;STRA;Karolinenstraße;Reinickendorf;Tegel;19800,00;340,00
9272;52490027_52490026;52490027_52490026.01;52490027,00;52490026,00;0,00;34,00;B;0,00;S;II;G;STRA;Baumschulenstraße;Treptow-Köpenick;Baumschulenweg;16300,00;810,00
9273;36580001_T0004230;36580001_36580002.01;36580001,00;36580002,00;0,00;140,00;B;0,00;S;II;G;STRA;Gartenfelder Straße;Spandau;Haselhorst;27900,00;1450,00
9274;42640007_42640011;42640007_42640011.01;42640007,00;42640011,00;0,00;156,00;B;0,00;S;IV;G;STRA;Wittenauer Straße;Reinickendorf;Wittenau;10200,00;400,00
9275;49490035_49490036;49490035_49490036.01;49490035,00;49490036,00;0,00;278,00;B;0,00;S;III;G;STRA;Lahnstraße;Neukölln;Neukölln;20900,00;880,00
9276;52480023_52480025;52480023_52480025.01;52480023,00;52480025,00;0,00;61,00;B;0,00;S;III;G;STRA;Südostallee;Treptow-Köpenick;Johannisthal;16600,00;840,00
9277;57590028_57590018;57590028_57590018.01;57590028,00;57590018,00;0,00;127,00;B;0,00;S;II;B;STRA;Märkische Allee;Marzahn-Hellersdorf;Marzahn;15200,00;730,00
